PRODUTO;REFERENCIA;P_LIQ;QTD_STOCK;GAMA;FAMILIA;SUB-FAMILIA;MARCA;EAN;DETALHES;IMAGEM_IMPORTADA;ETIQUETA_ENERGETICA;MANUAL_INSTRUCOES;ESQUEMA_TECNICO
SIDE BY SIDE LG GSL-761-PZUZ;171006;945.63;(5+);FRIO;FRIGORIFICOS SIDE BY SIDE;FRIGORIFICOS SIDE BY SIDE S/LIGAÇAO REDE;LG | LINHA BRANCA;6934585683645;"Capacidade Bruta Total: 668 lts
<br>Capacidade Bruta Congelador: 246 lts
<br>Capacidade Bruta Frigorífico: 422 lts
<br>Capacidade Líquida Total: 601 lts
<br>Capacidade Líquida Congelador: 196 lts
<br>Capacidade Líquida Frigorífico: 405 lts
<br>Ecrã LED - Exterior
<br>Capacidade de Congelação (kg/24 h): 12
<br>Compressor Linear 
<br>Express Freeze 
<br>Bloqueio para crianças 
<br>Alarme na Porta 
<br>Express Cool 
<br>Smart Diagnosis
<br>Sistema de Refrigeração: NoFrost
<br>Multi-Air Flow 
<br>Tipo de Pega: Pocket
<br>Dispensador de Água 
<br>Dispensador de Gelo (Cubos de Gelo) 
<br>Função de Gelo Picado
<br>Sem ligação à rede de água
<br>FRIGORIFICO:
<br>Lâmpada LED (1)
<br>Espaço Produtos Lácteos 
<br>Fresh Zone 
<br>Desodorizante 
<br>Moist Balance Crisper
<br>CONGELADOR:
<br>Lâmpada LED (1)
<br>Máquina de gelo 
<br>Cesto na porta
<br>Prateleira 
<br>Gaveta
<br>Classe energética: A++
<br>Dimensões do Produto: A1790xL912xP738 mm<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/171006.jpg;;;
SIDE BY SIDE LG GSJ-361-DIDV SILVER NP;171008;793.73;0;FRIO;FRIGORIFICOS SIDE BY SIDE;FRIGORIFICOS SIDE BY SIDE S/LIGAÇAO REDE;LG | LINHA BRANCA;6934585684918;"Capacidade bruta total: 663 lts
<br>Capacidade bruta Frigorifico / Congelador: 416 / 247 lts
<br>Capacidade líquida total: 591lts
<br>Capacidade líquida Frigorifico / Congelador: 394 / 197 lts
<br>Ecrã LED - Exterior
<br>Capacidade de Congelação (kg/24 h): 12
<br>Compressor Linear
<br>Express Freeze 
<br>Bloqueio para crianças 
<br>Alarme na Porta 
<br>Express Cool 
<br>Door In Door
<br>Smart Diagnosis
<br>Sistema de Refrigeração: NoFrost
<br>Multi-Air Flow 
<br>Tipo de Pega: Plástico
<br>Dispensador de Água 
<br>Dispensador de Gelo (Cubos de Gelo) 
<br>Função de Gelo Picado
<br>Sem ligação à rede de água
<br>FRIGORIFICO:
<br>Lâmpada: LED 
<br>Fresh Zone 
<br>Desodorizante 
<br>Moist Balance Crisper 
<br>CONGELADOR:
<br>Lâmpada: LED 
<br>Máquina de gelo
<br>Cesto na porta: 2
<br>Prateleira: 4
<br>Gaveta: 2
<br>Classe Energética: A+
<br>Dimensões (AxLxP): 1790x912x717 mm
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/171008.jpg;;;
SIDE BY SIDE LG GSL-760-PZXV;171010;730.33;2;FRIO;FRIGORIFICOS SIDE BY SIDE;FRIGORIFICOS SIDE BY SIDE C/LIGAÇAO REDE;LG | LINHA BRANCA;6934585683430;"Capacidade Bruta Total: 668 lts
<br>Capacidade Bruta Congelador: 246 lts
<br>Capacidade Bruta Frigorífico: 422 lts
<br>Capacidade Líquida Total: 601 lts
<br>Capacidade Líquida Congelador: 196 lts
<br>Capacidade Líquida Frigorífico: 405 lts
<br>Ecrã LED - Exterior
<br>Capacidade de Congelação (kg/24 h): 12
<br>Compressor Linear 
<br>Classificação (n.º de estrelas): 4
<br>Classe Climática: T
<br>Express Freeze 
<br>Bloqueio para crianças 
<br>Alarme na Porta 
<br>Express Cool 
<br>Smart Diagnosis
<br>Sistema de Refrigeração: NoFrost
<br>Multi-Air Flow 
<br>Tipo de Pega: Plástico
<br>Dispensador de Água 
<br>Dispensador de Gelo (Cubos de Gelo) 
<br>Função de Gelo Picado
<br>Com ligação à rede de água
<br>FRIGORIFICO: 
<br>Lâmpada LED (1)
<br>Espaço Produtos Lácteos (1)
<br>Fresh Zone 
<br>Desodorizante 
<br>Moist Balance Crisper
<br>CONGELADOR: 
<br>Lâmpada LED (1)
<br>Máquina de gelo 
<br>Cesto na porta: (2)
<br>Prateleira: (4)
<br>Gaveta: (2) 
<br>Classe Energética: A+
<br>Dimensões (AxLxP): 1790x912x738 mm<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/171010.jpg;;;
LEITOR BLUE RAY LG BP-250;171502;PRICE_LIQ_87674;0;SOM & IMAGEM;SOM & VIDEO;LEITOR BLU RAY;LG | LINHA CASTANHA;8806087946369;"Reprodução de discos Blu-ray
<br>Full HD Up-scaling
<br>Leitores Blu-ray | DVD | CD
<br>Consumo Desligado < 1W
<br>Conjunto (L x A x P) mm 270x43x195
<br>Formatos de discos compativeis: BD-ROM; BD-R; BD-RE; Div X HD; DivX; DVD (PAL); DVD (NTSC); Áudio-CD; CD-R/-RW; DVD-R/-RW; DVD+R/+RW
<br>Reprodução HDD externo
<br>1080p Upscaling
<br>Simplink<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/171502.jpg;;;
LEITOR BLUE RAY LG BP-450;171503;PRICE_LIQ_87675;0;SOM & IMAGEM;SOM & VIDEO;LEITOR BLU RAY;LG | LINHA CASTANHA;8806087946376;"Reprodução de discos Blu-ray
<br>Full HD Up-scaling
<br>Leitor Blu-Ray 3D | 2D | DVD | CD
<br>Consumo Desligado < 0,5W
<br>Potência: 12W
<br>Conjunto (L x A x P) mm 270x43x195
<br>Multi-Room (emissor)
<br>Reprodução HDD externo
<br>Simplink<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/171503.jpg;;;
HI-FI LG CM-2460 - 100W;172708;58.81;3;SOM & IMAGEM;SOM & VIDEO;HI-FI;LG | LINHA CASTANHA;8806087479461;"Potência Sonora: 100W
<br>Reproduz: CD, MP3, Flac, FM, USB
<br>Speaker: 2 Way Speaker System
Funções especiais: Intuitive Knob Control; Bluetooth Streaming; Multi Bluetooth; Auto Music Play (Auto Music Play); USB Charge.
<br>Conexões: Bluetooth, USB Playback, Portable In
<br>

<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/172708.jpg;;;
HI-FI LG CM-2760 - 160W;172709;88.82;0;SOM & IMAGEM;SOM & VIDEO;HI-FI;LG | LINHA CASTANHA;8806087478952;"Potência Sonora: 160W
<br>Reproduz: CD, MP3, Flac, FM, USB
<br>Speaker: 3 Way 4 Speaker System
<br>Side woofer built in

<br>Funções especiais: Easy Touch Control; Bluetooth Streaming; Multi Bluetooth; Auto Music Play (Auto Music Play); USB Charge; 
<br>Conexões: Bluetooth, USB Playback, Portable In
<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/172709.jpg;;;
TORRADEIRA KRUPS KH-442-D-10   CX4;322113;40.88;0;PEQUENOS DOMESTICOS;PEQUENO-ALMOÇO;TORRADEIRAS;KRUPS;3045385782698;"Potência: 850 W
<br>Torradeira de 2 fendas
<br>Termóstato com 6 posições de tostagem
<br>Função Stop/Eject
<br>Sistema de elevação extra das torradas
<br>Função descongelação
<br>Função de reaquecimento
<br>Auto-centragem do pão
<br>Suporte de aquecimento
<br>Gaveta de recolha de migalhas
<br>Cor: em inox escovado<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/322113.jpg;;;
TERMOACUMULADOR VULCANO PRIMEAQ ES-075-5-E CX.2717;330323;142.49;5;AGUAS QUENTES;TERMOACUMULADORES;TERMOACUMULADORES;VULCANO;4054925511130;"75 l
<br>Altura: 810 mm
<br>Diâmetro: 470 mm
<br>Peso: 22,5 kg
<br>Instalação reversível (horizontal ou vertical)
<br>Resistência embainhada
<br>Controlo de temperatura grau a grau, até 70º C
<br>Cuba em aço vitrificado
<br>Isolamento em espuma de poliuretano de densidade de 32 mm, sem CFC
<br>Botão ON/OFF
<br>Display indicador de temperatura e códigos de anomalia
<br>LED indicador de funcionamento
<br>Barra de montagem que permite uma fácil reposição
<br>Acessórios de montagem incluídos
<br>Design moderno
<br>
<br>Disponível em 35 l, 50 l, 75 l, 100 l e 120 l<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/330323.jpg;;;
TERMOACUMULADOR VULCANO PRIMEAQ ES-100-5-E CX.2718;330324;158.32;5;AGUAS QUENTES;TERMOACUMULADORES;TERMOACUMULADORES;VULCANO;4054925511147;"100 l
<br>Altura: 960 mm 
<br>Diâmetro: 470 mm
<br>Peso: 25,8 kg
<br>Instalação reversível (horizontal ou vertical)
<br>Resistência embainhada
<br>Controlo de temperatura grau a grau, até 70º C
<br>Cuba em aço vitrificado
<br>Isolamento em espuma de poliuretano de densidade de 32 mm, sem CFC
<br>Botão ON/OFF
<br>Display indicador de temperatura e códigos de anomalia
<br>LED indicador de funcionamento
<br>Barra de montagem que permite uma fácil reposição
<br>Acessórios de montagem incluídos
<br>Design moderno
<br>
<br>Disponível em 35 l, 50 l, 75 l, 100 l e 120 l<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/330324.jpg;;;
TERMOACUMULADOR VULCANO PRIMEAQ ES-050-5-E CX.2716;330325;120.33;4;AGUAS QUENTES;TERMOACUMULADORES;TERMOACUMULADORES;VULCANO;4054925511123;"50 l
<br>Instalação reversível (horizontal ou vertical)
<br>Resistência embainhada
<br>Controlo de temperatura grau a grau, até 70º C
<br>Cuba em aço vitrificado
<br>Isolamento em espuma de poliuretano de densidade de 32 mm, sem CFC
<br>Botão ON/OFF
<br>Display indicador de temperatura e códigos de anomalia
<br>LED indicador de funcionamento
<br>Barra de montagem que permite uma fácil reposição
<br>Acessórios de montagem incluídos
<br>Design moderno
<br>Altura: 585 mm 
<br>Diâmetro: 470 mm
<br>Disponível em 35 l, 50 l, 75 l, 100 l e 120 l<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/330323.jpg;;;
TERMOACUMULADOR VULCANO PRIMEAQ ES-035-5-E CX.2715;330326;110.82;5;AGUAS QUENTES;TERMOACUMULADORES;TERMOACUMULADORES;VULCANO;4054925511116;"35 l
<br>Construção em aço vitrificado de alta resistência
<br>Instalação vertical
<br>Regulação manual de termperatura de 30 ºC - 70º C
<br>Pressão máxima admissível de 8 bar
<br>Ânodo de proteção em magnésio
<br>Acessórios incluídos (válvula de segurança, isolantes galvânicos, parafusos e buchas)
<br>Altura: 485 mm 
<br>Diâmetro: 470 mm
<br>Peso: 11.8 kg<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/330326.jpg;;;
TERMOACUMULADOR VULCANO PRIMEAQ ES-120-5-E CX.2719;330328;183.65;1;AGUAS QUENTES;TERMOACUMULADORES;TERMOACUMULADORES;VULCANO;4054925511154;"120 l
<br>Altura: 1110mm
<br>Diâmetro: 470 mm
<br>Peso: 29,3 kg
<br>Instalação reversível (horizontal ou vertical)
<br>Resistência embainhada
<br>Controlo de temperatura grau a grau, até 70º C
<br>Cuba em aço vitrificado
<br>Isolamento em espuma de poliuretano de densidade de 32 mm, sem CFC
<br>Botão ON/OFF
<br>Display indicador de temperatura e códigos de anomalia
<br>LED indicador de funcionamento
<br>Barra de montagem que permite uma fácil reposição
<br>Acessórios de montagem incluídos
<br>Design moderno
<br>
<br>Disponível em 35 l, 50 l, 75 l, 100 l e 120 l<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/330324.jpg;;;
TERMOACUMULADOR VULCANO PRIMEAQ ES-150-5-E CX.3217;330329;224.82;5;AGUAS QUENTES;TERMOACUMULADORES;TERMOACUMULADORES;VULCANO;4054925847710;"Capacidade 150lts | Gama Prime
<br>Instalação reversível (horizontal e vertical) 
<br>Resistência embainhada.
<br>Display indicador da temperatura.
<br>Controlo da temperatura grau a grau até aos 70ºC.
<br>Depósito em aço vitrificado.
<br>Grande capacidade de isolamento em poliuretano sem CFCs.
<br>Acessórios de montagem incluídos.
<br>Grau de proteção IPX4.
<br>Design moderno.
<br>Devido à sua barra de instalação, é fácil a sua instalação em casos de substituição de equipamento
<br>Capacidade Útil (Lts) 150
<br>Medidas (prof x Alt) mm: 486X1330
<br>Potência eléctrica (W): 2.400
<br>Peso: 35 kg
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/330329.jpg;;;
TERMOACUMULADOR VULCANO N.AQ COMP ESC-50 CX.3390;330330;100.06;(5+);AGUAS QUENTES;TERMOACUMULADORES;TERMOACUMULADORES;VULCANO;4054925913033;"Capacidades: 50Lts 
<br>Altura: 860 mm
<br>Diâmetro: 380 mm
<br>Peso: 17 kg
<br>Potência: 1.5kW 
<br>Instalação vertical 
<br>Isolamento em espuma de poliuretano de alta densidade, sem CFC 
<br>Isolantes galvânicos e válvula de segurança incluidos 
<br>Design moderno 
<br>Controlo de temperatura exterior até 65ºc 
<br>Ânodo de proteção em magnésio 
<br>Classe eficiência energética: C<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/330330.jpg;;;
TERMOACUMULADOR VULCANO N.AQ COMP ESC-80 CX.3391;330331;117.16;1;AGUAS QUENTES;TERMOACUMULADORES;TERMOACUMULADORES;VULCANO;4054925913040;"Capacidade: 80Lts 
<br>Altura: 1236 mm
<br>Diâmetro: 380 mm
<br>Peso: 25 kg
<br>Potência: 2.0kW 
<br>Instalação vertical 
<br>Isolamento em espuma de poliuretano de alta densidade, sem CFC  Isolantes galvânicos e válvula de segurança incluidos 
<br>Design moderno 
<br>Controlo de temperatura exterior até 65ºc 
<br>Ânodo de proteção em magnésio 
<br>Classe eficiência energética: C
<br>Slim<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/330331.jpg;;;
TERMOACUMULADOR VULCANO N.AQUA ES-80 CX.3384;330332;110.19;(5+);AGUAS QUENTES;TERMOACUMULADORES;TERMOACUMULADORES;VULCANO;4054925912975;"Capacidade: 80Lts
<br>Potência: 2.0kW
<br>Instalação vertical
<br>Cuba em aço vitrificado de alta resistência
<br>Isolamento em espuma de poliuretano de alta densidade, sem CFC
<br>Ânodo de proteção em magnésio
<br>Controlo de temperatura exterior até 65º C
<br>Ligações hidráulicas a 1/2""
<br>Acessórios de montagem, isolantes galvânicos e válvula de segurança incluídos
<br>Design moderno
<br>Dimensões/Peso (vazio): A 869 X Ø 440MM; 20kg
<br>Perfil de Consumo: L<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/330332.jpg;;;
TERMOACUMULADOR VULCANO N.AQUA ES-100 CX.3386;330333;122.86;(5+);AGUAS QUENTES;TERMOACUMULADORES;TERMOACUMULADORES;VULCANO;4054925912999;"Capacidade: 100Lts
<br>Potência: 2.0kW
<br>Instalação vertical
<br>Cuba em aço vitrificado de alta resistência
<br>Isolamento em espuma de poliuretano de alta densidade, sem CFC
<br>Ânodo de proteção em magnésio
<br>Controlo de temperatura exterior até 65º C
<br>Ligações hidráulicas a 1/2""
<br>Acessórios de montagem, isolantes galvânicos e válvula de segurança incluídos
<br>Design moderno
<br>Dimensões/Peso (vazio): A 1031 X Ø 440MM; 24kg
<br>Perfil de Consumo: L
<br>Classe Energética: C<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/330333 .jpg;;;
TERMOACUMULADOR VULCANO N.AQUA ES-30 CX.3381;330335;86.76;(5+);AGUAS QUENTES;TERMOACUMULADORES;TERMOACUMULADORES;VULCANO;4054925912944;"Termoacumulador: Eléctrico
<br>Capacidade: 30Lts
<br>Potência: 1.2kW
<br>Instalação vertical
<br>Cuba em aço vitrificado de alta resistência
<br>Isolamento em espuma de poliuretano de alta densidade, sem CFC
<br>Ânodo de proteção em magnésio
<br>Controlo de temperatura exterior até 65º C
<br>Ligações hidráulicas a 1/2""
<br>Acessórios de montagem, isolantes galvânicos e válvula de segurança incluídos
<br>Design moderno
<br>Dimensões/Peso (vazio): A 457 X 0 440MM; 11.5kg
<br>Classe de eficiência energética: C
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/330335.jpg;;;
TERMOACUMULADOR VULCANO N.AQUA ES-50 CX.3382;330336;93.09;(5+);AGUAS QUENTES;TERMOACUMULADORES;TERMOACUMULADORES;VULCANO;4054925912951;"Capacidade: 50Lts
<br>Potência: 1.5kW
<br>Instalação vertical
<br>Cuba em aço vitrificado de alta resistência
<br>Isolamento em espuma de poliuretano de alta densidade, sem CFC
<br>Ânodo de proteção em magnésio
<br>Controlo de temperatura exterior até 65º C
<br>Ligações hidráulicas a 1/2""
<br>Acessórios de montagem, isolantes galvânicos e válvula de segurança incluídos
<br>Design moderno
<br>Dimensões/Peso (vazio): A 622 X Ø 440MM; 15kg
<br>Classe de eficiência energética: C
<br>Perfil de Consumo: M<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/330336.jpg;;;
TERMOACUMULADOR VULCANO N.AQUA HZ ESH-50 CX.3383;330338;98.16;2;AGUAS QUENTES;TERMOACUMULADORES;TERMOACUMULADORES HORIZONTAIS;VULCANO;4054925912968;"Capacidade: 50lts
<br>Potência: 1.5kw
<br>Instalação horizontal
<br>Cuba em aço vitrificado de alta resistência
<br>Isolamento em espuma de poliuretano sem CFC
<br>Acessórios de montagem, isolantes galvânicos e vávula de segurança incluídos
<br>Design moderno
<br>Controlo de temperatura exterior até 65º
<br>Ânodo de proteção em magnésio
<br>Dimensões/Peso (vazio): A 622 x Ø 440mm; 15kg
<br>Classe eficiência energética: C
<br>Perfil consumo: M<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/330338.jpg;;;
TERMOACUMULADOR VULCANO N.AQUA HZ ESH-80 CX.3385;330339;113.99;1;AGUAS QUENTES;TERMOACUMULADORES;TERMOACUMULADORES HORIZONTAIS;VULCANO;4054925912982;"Capacidade: 80lts
<br>Potência: 1.5kw
<br>Instalação horizontal
<br>Cuba em aço vitrificado de alta resistência
<br>Isolamento em espuma de poliuretano sem CFC
<br>Acessórios de montagem, isolantes galvânicos e vávula de segurança incluídos
<br>Design moderno
<br>Controlo de temperatura exterior até 65 Graus
<br>Ânodo de proteção em magnésio
<br>Dimensões/Peso (vazio): A 869 x Ø 440mm; 20kg
<br>Classe eficiência energética: C
<br>Perfil consumo: M<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/330339.jpg;;;
TERMOACUMULADOR VULCANO N.AQUA HZ ESH-100 CX.3387;330340;126.65;0;AGUAS QUENTES;TERMOACUMULADORES;TERMOACUMULADORES HORIZONTAIS;VULCANO;4054925913002;"Capacidade: 100lts
<br>Potência: 1.5kw
<br>Instalação horizontal
<br>Cuba em aço vitrificado de alta resistência
<br>Isolamento em espuma de poliuretano sem CFC
<br>Acessórios de montagem, isolantes galvânicos e vávula de segurança incluídos
<br>Design moderno
<br>Controlo de temperatura exterior até 65º
<br>Ânodo de proteção em magnésio
<br>Dimensões/Peso (vazio): A 1031 x Ø 440mm; 24kg
<br>Classe eficiência energética: C
<br>Perfil consumo: L<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/330340.jpg;;;
MICRO ONDAS ZANUSSI ZSM-17100-XA;411123;154.71;1;ENCASTRE;MICRO ONDAS ENCASTRE;MICRO ONDAS ENCASTRE S/GRILL ATÉ 20L;ZANUSSI;7332543299973;"Capacidade útil: 15 L
<br>Micro-ondas de integrar
<br>Possibilidade de combinar com outros aparelhos Below worktop, Over oven
<br>Mecanismo para abertura da porta: Push control
<br>Sinal acústico
<br>Dimensões do produto: A389xL596xP320 mm<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/411123.jpg;;;
FORNO ZANUSSI ZOB-35632-XU;411270;232.39;3;ENCASTRE;FORNOS;FORNOS MULTIFUNÇOES;ZANUSSI;7332543166633;"Capacidade útil, l	74
<br>Forno multifunções com aquecimento com resistência circular
<br>Tipos de aquecimento: inferior, ventilado, Grelhador ventilado, grelhador simples, superior + inferior, superior + grelhador
<br>Inox com tratamento anti-dedadas
<br>3 níveis de cozedura
<br>Botões escamoteáveis
<br>Funções electrónicas
<br>Proposta de temperatura; Segurança para crianças; Modo demonstração; Indicador do tempo de cozedura e programa; Interruptor para luz na porta; Códigos de erro
<br>Iluminação interior de halogéneo
<br>Interior em esmalte de fácil limpeza
<br>Porta de fácil limpeza
<br>Ventilador de arrefecimento
<br>O ventilador de arrefecimento inicia automaticamente quando o forno é ligado. Arrefece os componentes electrónicos e o exterior do forno.
<br>Tabuleiros incluídos: 1 tabuleiro para bolos esmaltado, 1 pingadeira de esmalte cinza
<br>Grelhas incluídas: 1 grelha cromada
<br>Classe de eficiência energética: A
<br>Dimensões de encastre: A600xL560xP550 mm
<br>Dimensões do produto: A594xL594xP568 mm<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/411270.jpg;http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/etiquetas/7332543166633.png;;
PLACA ZANUSSI ZEV-6240-FBA;411368;106.19;0;ENCASTRE;PLACAS VITROCERAMICAS;PLACAS VITROCERAMICAS 60CM;ZANUSSI;7332543376452;"Vitrocerâmica de aquecimento por incandescência rápida
<br>9 níveis de potência
<br>Indicador de potência, calor residual
<br>2 focos:1200/145 mm
<br>1 foco: 2300W/210 mm
<br>1 foco: 1800W/180 mm
<br>Potência máxima: 6400W
<br>Desconexão de segurança<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/411368_zev-6240-fba.jpg;;;
PLACA ZANUSSI ZEI-6240-FBV;411382;196.21;0;ENCASTRE;PLACAS INDUÇAO;PLACAS INDUÇAO 60CM;ZANUSSI;7332543376568;"Placa de indução
<br>Touch control
<br>Comandos Frontais
<br>Detecção do recipiente
<br>Zona de cozedura frente esquerda:2300W/210mm
<br>Zona de cozedura posterior esquerda: 1200W/145mm
<br>Zona de cozedura frente direita: 1200W/145mm
<br>Zona de cozedura posterior direita: 1800W/180mm
<br>Desconexão automática de segurança
<br>Indicadores de calor residual
<br>BI dimensions HxWxD in mm	x560x490
<br>Dimensions WxD in mm	590x520<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/411382.jpg;;;
FRITADEIRA MOULINEX AF-135-D-10  CX.2;490227;42.18;1;PEQUENOS DOMESTICOS;COZINHA;FRITADEIRAS;MOULINEX;3045386358731;"Capacidade: 1,8 L
<br>Cuba fixa
<br>Corpo em metal
<br>Paredes frias
<br>Filtro metálico permanente
<br>Potência: 1.800 W
<br>Termóstato ajustável<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/490227_af-135-d_fritadeiraunominox.jpg;;;
